# age_gyr Z_sur Teff Log_g LogL_lsun Av feh initial_mass Label G G_BP G_RP RVS
0.01 0.018346539999999995 7758.138459090203 4.215461200377011 1.003282659345334 0.0 0.03 1.8496417099392273 1.00 2.16617 2.27048 1.97400 1.93042
0.01 0.018346539999999998 7878.200336588595 4.217604246092085 1.032944888381997 0.0 0.03 1.8714775668770218 1.00 2.09888 2.19344 1.92382 1.88669
0.01 0.018346539999999998 7981.94580229551 4.220409138207926 1.056779881543322 0.0 0.03 1.8881414689555047 1.00 2.04579 2.13211 1.88531 1.85352
0.01 0.018346539999999998 8077.470614925391 4.223943030555956 1.077202755461384 0.0 0.03 1.9022705469356396 1.00 2.00151 2.08044 1.85430 1.82718
0.01 0.018346539999999998 8164.686744389629 4.227349972051868 1.095398873658153 0.0 0.03 1.915497518572816 1.00 1.96269 2.03504 1.82735 1.80433
0.01 0.018346539999999998 8250.767057917254 4.231069432812724 1.1126643488124857 0.0 0.03 1.9279130538748843 1.00 1.92679 1.99287 1.80290 1.78373
0.01 0.018346539999999995 8336.842010554881 4.235746156230444 1.1286268431651125 0.0 0.03 1.9396305654047081 1.00 1.89442 1.95440 1.78172 1.76627
0.01 0.018346539999999998 8421.87610368628 4.240343258693915 1.1441354762196028 0.0 0.03 1.9507482978466129 1.00 1.86415 1.91844 1.76202 1.74998
0.01 0.018346539999999998 8507.394902223787 4.245285939500858 1.1591561032648974 0.0 0.03 1.9615773943018435 1.00 1.83506 1.88369 1.74344 1.73480
0.01 0.018346539999999998 8594.022385040244 4.2507409307592825 1.1736760630781315 0.0 0.03 1.9722407187118836 1.00 1.80928 1.85290 1.72714 1.72149
0.01 0.01834654 8681.973290853455 4.256572181590394 1.1878946457271748 0.0 0.03 1.9828437751944876 1.00 1.78440 1.82301 1.71175 1.70908
0.01 0.018346539999999998 8768.781301195651 4.262403339109684 1.20156973284094 0.0 0.03 1.9928232949165978 1.00 1.76193 1.79602 1.69784 1.69781
0.01 0.01834654 8858.663381162552 4.268332520196255 1.2156607237006678 0.0 0.03 2.0033300946124637 1.00 1.73931 1.76896 1.68367 1.68623
0.01 0.018346539999999998 8967.93742387393 4.276037541591196 1.2324347932153643 0.0 0.03 2.0183452660006034 1.00 1.71371 1.73833 1.66767 1.67319
0.01 0.018346539999999998 9078.295313133804 4.284086893960736 1.2487753274959892 0.0 0.03 2.0331779281441666 1.00 1.69029 1.71018 1.65329 1.66164
0.01 0.01834654 9193.754374876708 4.292884340416992 1.26526306237618 0.0 0.03 2.0488972653312914 1.00 1.66856 1.68391 1.64025 1.65134
0.01 0.01834654 9322.600873569321 4.303320488006688 1.282939493259744 0.0 0.03 2.0674717285557818 1.00 1.64673 1.65730 1.62762 1.64160
0.01 0.018346539999999998 9477.730002029137 4.31576210086333 1.304362986064344 0.0 0.03 2.091994199399461 1.00 1.62212 1.62758 1.61287 1.62979
0.01 0.01834654 9727.698247868077 4.3330012589800955 1.3435161157970226 0.0 0.03 2.146887616480077 1.00 1.57229 1.57026 1.57745 1.59836
0.01 0.018346539999999995 10300.392360060923 4.355021913611573 1.4516742181100435 0.0 0.03 2.3041570807795746 1.00 1.41607 1.39996 1.44805 1.47601
0.01 0.018346539999999998 11247.298158860001 4.358249243809006 1.6542397078862505 0.0 0.03 2.6032820580588227 1.00 1.09721 1.06395 1.16107 1.19674
0.01 0.018346539999999998 11507.285243691229 4.3577309925072605 1.7087188833762381 0.0 0.03 2.690297680560068 1.00 1.01133 0.97425 1.08211 1.11933
0.01 0.018346539999999998 11772.810459144148 4.356275144143396 1.7643854875141858 0.0 0.03 2.782254013546713 1.00 0.92291 0.88220 1.00025 1.03918
